"Rec No","Shrptvgeptr","Shrptvessel","Shrptada","Shrptvoynoarr","Shrptlastport","Shrptoriginport","Shrptnextport","Shrptstodate","Stripped","Strippeddate"
3863,3178,264,79074,"GEE\'S SHIPPING      ",0,0,0,0,1,79080
3864,3179,220,79080,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3865,3180,221,79082,"PJ SHIPPING         ",0,0,0,0,1,0
3866,3181,221,79082,"MORGANS INTL        ",0,0,0,0,1,0
3867,3182,182,79079,"BRITLINK CARGO      ",0,0,0,0,1,0
3868,3183,221,79082,"MORGANS INTL        ",0,0,0,0,1,0
3869,3184,221,79082,"MORGANS INTL        ",0,0,0,0,1,0
3870,3185,233,79095,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3872,3186,232,79088,"ISLAND TO ISLAND    ",0,0,0,0,1,79091
3873,3187,227,79102,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3875,3188,220,79080,"PAULS SHIPPING      ",0,0,0,0,1,0
3876,3189,232,79088,"ISLAND TO ISLAND    ",0,0,0,0,0,0
3877,3190,185,79084,"GEE\'S SHIPPING      ",0,0,0,0,0,0
3878,3191,182,79079,"GEE\'S SHIPPING      ",0,0,0,0,1,0
3879,3192,182,79079,"CARIBB EXPRESS      ",0,0,0,0,1,0
3880,3193,182,79079,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3882,3194,278,79083,"SYDNEY SHIPPING     ",0,0,0,0,1,0
3883,3195,258,79087,"PJ\'S SHIPPINH CO    ",0,0,0,0,1,0
3884,3196,251,79089,"MORGANS SHIPPING\'S  ",0,0,0,0,1,0
3885,3197,251,79089,"PJ SHIPPING         ",0,0,0,0,1,0
3886,3198,221,79082,"UNITED FREIGHT      ",0,0,0,0,1,0
3887,3199,197,79087,"PAULS SHIPPING      ",0,0,0,0,1,0
3888,3200,232,79088,"ISLAND TO ISLAND    ",0,0,0,0,1,79091
3889,3201,232,79088,"BRITLINK CARGO      ",0,0,0,0,1,79091
3891,3203,232,79088,"WEST ONE SHIPPING   ",0,0,0,0,1,79094
3892,3204,232,79088,"GEE\'S SHIPPING SERVI",0,0,0,0,1,79091
3893,3205,232,79088,"CARIB EXPRESS SHIP  ",0,0,0,0,1,79091
3894,3206,232,79088,"CARIB EXPRESS       ",0,0,0,0,1,79091
3895,3207,279,79090,"SYDNEY SHIPPING     ",0,0,0,0,0,0
3896,3208,232,79088,"WEST ONE SHIPPING   ",0,0,0,0,1,79094
3897,3209,220,79094,"PAULS SHIPPING      ",0,0,0,0,1,0
3898,3210,220,79094,"CARIBBEAN INTL      ",0,0,0,0,1,0
3899,3211,198,79096,"SIMPSONS SHIPPING   ",0,0,0,0,1,0
3900,3212,198,79096,"MORGANS INT         ",0,0,0,0,1,0
3902,3214,198,79096,"SIMPSONS SHIPPING EN",0,0,0,0,1,0
3903,3215,198,79096,"SIMPSONS SHIPPING EN",0,0,0,0,1,0
3905,3216,220,79094,"CARIBBEAN INTL      ",0,0,0,0,1,0
3906,3217,233,79095,"BRITLINK SHIPPING   ",0,0,0,0,1,0
3907,3218,220,79094,"PAUL\'S SHIPPING SML ",0,0,0,0,1,79096
3908,3219,221,79103,"PJ SHIPPING         ",0,0,0,0,1,0
3910,3220,233,79095,"CARIB EXPRESS       ",0,0,0,0,1,79098
3912,3221,226,79101,"PJ\'S SHIPPING CO    ",0,0,0,0,1,0
3913,3222,226,79101,"CARIBBEAN INTL      ",0,0,0,0,1,0
3914,3223,233,79095,"GEE\'S SHIIPING      ",0,0,0,0,1,79098
3915,3224,220,79103,"MORGANS INTL SHIPPIN",0,0,0,0,1,0
3916,3225,226,79101,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3917,3226,197,79101,"PAULS SHIPPING      ",0,0,0,0,1,0
3918,3227,197,79101,"GLUECKSBURG         ",0,0,0,0,1,0
3919,3228,221,79103,"HANSA FREYBURG      ",0,0,0,0,1,0
3921,3229,221,79103,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3924,3230,227,79102,"BRITLINK CARGO      ",0,0,0,0,1,0
3925,3231,185,79096,"SIMPSON SHIPPING    ",0,0,0,0,0,0
3926,3232,220,79108,"PAULS SHIPPING      ",0,0,0,0,1,0
3927,3233,252,79108,"CARIBBEAN INTL      ",0,0,0,0,1,0
3928,3234,280,79096,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3930,3235,196,79110,"KESTREL/BRITLINK    ",0,0,0,0,1,79117
3931,3236,281,79110,"MORGANS INTL SHIPPIN",0,0,0,0,1,0
3932,3237,252,79108,"SYDNEY SHIPPING     ",0,0,0,0,1,0
3934,3238,220,78012,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3935,3239,281,79110,"PJ SHIPPING         ",0,0,0,0,1,0
3937,3240,281,79110,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3938,3241,197,79115,"CARIBBEAN INT\'L     ",0,0,0,0,1,79119
3941,3242,264,79116,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3942,3243,198,79117,"MORGANS INT\'L       ",0,0,0,0,1,0
3943,3244,197,79115,"PAUL\'S SHIPPING     ",0,0,0,0,1,79119
3944,3245,264,79116,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3945,3246,264,79119,"KESTREL LINER AGENCY",0,0,0,0,1,0
3946,3247,221,79124,"P.J SHIPPING        ",0,0,0,0,1,0
3947,3248,220,79122,"PAUL\'S SHIPPING     ",0,0,0,0,1,79124
3948,3249,197,79115,"PAUL\'S ONE PC       ",0,0,0,0,1,79119
3949,3250,196,79110,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3950,3251,282,79122,"REGULA              ",0,0,0,0,1,79123
3951,3252,220,79122,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3952,3253,221,79124,"MORGANS INTL\'S      ",0,0,0,0,1,0
3953,3254,264,79119,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3954,3255,185,79093,"GEE SHIPPING        ",0,0,0,0,0,0
3955,3256,77,79130,"GEE SHIPPING        ",0,0,0,0,1,0
3956,3257,77,79130,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3957,3258,197,79129,"PAULS SHIPPING      ",0,0,0,0,1,0
3958,3259,221,79124,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3959,3260,198,79117,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3960,3261,77,79130,"KESTTREL / BRITLINK ",0,0,0,0,1,0
3961,3262,281,79131,"MORGANS INT\'N       ",0,0,0,0,1,0
3962,3263,197,79129,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3963,3264,282,79157,"CARIBBEAN INTL      ",0,0,0,0,1,0
3964,3265,77,79130,"GEE SHIPPING        ",0,0,0,0,1,0
3965,3266,77,79130,"ISLAND TO ISLAND    ",0,0,0,0,1,0
3969,3267,281,79131,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3971,3268,198,79138,"MORGAN\'S INTER\'N    ",0,0,0,0,1,0
3972,3269,282,79136,"CARIBBEAN INTL      ",0,0,0,0,1,0
3973,3270,220,79136,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3974,3271,282,79136,"CARIBBEAN INTL      ",0,0,0,0,1,0
3975,3272,232,79136,"KESTREL/BRITLINK CAR",0,0,0,0,0,0
3976,3273,220,79136,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3977,3274,198,79138,"PJ SHIPPING         ",0,0,0,0,1,0
3978,3275,281,79131,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3980,3276,281,79131,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3981,3277,232,79136,"GEE SHIPPING        ",0,0,0,0,0,0
3982,3278,282,79143,"SYDNEY SHIPPING     ",0,0,0,0,1,0
3983,3279,232,79136,"ISLAND TO ISLAND    ",0,0,0,0,0,0
3984,3280,232,79136,"GEE SHIPPING        ",0,0,0,0,0,0
3985,3281,198,79138,"SIMPSON SHIPPING    ",0,0,0,0,1,0
3986,3282,197,79143,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
3987,3283,221,79145,"MORGAN\'S INTR\'N     ",0,0,0,0,1,0
3988,3284,197,79143,"CARIBBEAN INTL      ",0,0,0,0,1,0
3989,3285,283,79145,"CARIBBEAN CARGO     ",0,0,0,0,0,0
3990,3286,239,79157,"KESTREL /BRITLINK CA",0,0,0,0,1,0
3992,3287,197,79129,"CARIBBEAN CARGO     ",0,0,0,0,1,0
3994,3288,196,79152,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3995,3289,284,79146,"WEST ONE SHIPPING   ",0,0,0,0,1,0
3996,3290,281,79152,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3997,3291,281,79152,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
3998,3292,286,79154,"GEE SHIPPING        ",0,0,0,0,1,0
3999,3293,286,79154,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4000,3294,196,79152,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4001,3295,286,79154,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4002,3296,206,79153,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4003,3297,281,79152,"MORGANS INTE\'L      ",0,0,0,0,1,0
4004,3298,281,79152,"MORGAN INT\'L        ",0,0,0,0,1,0
4005,3299,264,79158,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4008,3300,281,79152,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4009,3301,196,79152,"KESTREL / BRINTLINK ",0,0,0,0,1,0
4010,3302,196,79152,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4012,3303,197,79157,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4014,3304,281,79152,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4015,3305,239,79157,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4016,3306,198,79160,"PJ SHIPPING         ",0,0,0,0,1,0
4017,3307,198,79159,"MORGAN INTE\'N       ",0,0,0,0,1,0
4018,3308,264,79158,"KESTREL LINER       ",0,0,0,0,1,0
4019,3309,264,79158,"KESTREL/BRITLINK CAR",0,0,0,0,1,0
4020,3310,287,79159,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4021,3311,220,79164,"CARIBBEAN INTL      ",0,0,0,0,1,0
4022,3312,220,79164,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4023,3313,176,79166,"KESTREL & BRITLINLK ",0,0,0,0,1,0
4024,3314,220,79164,"CARIBBEAN INTL      ",0,0,0,0,1,0
4025,3315,176,79166,"KESTREL/BRITLINK CAR",0,0,0,0,1,0
4026,3316,264,79158,"KESTREL/BRITLINK CAR",0,0,0,0,1,0
4027,3317,252,79174,"PJ SHIPPING         ",0,0,0,0,1,0
4028,3318,197,79171,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4029,3319,197,79171,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4030,3320,289,79173,"MORGANS SHIPPING    ",0,0,0,0,1,0
4031,3321,264,79158,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4033,3322,289,79173,"PJ SHIPPING         ",0,0,0,0,1,0
4034,3323,221,79166,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4035,3324,198,79180,"MORGANS INTER\'N     ",0,0,0,0,1,0
4036,3325,77,79173,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4037,3326,77,79173,"KESTREL/BRITLINK CAR",0,0,0,0,1,0
4038,3327,252,79174,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4039,3328,220,79178,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4040,3329,220,79178,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4041,3330,176,79166,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4042,3331,237,79057,"KESTREL LINER AGENIE",0,0,0,0,1,0
4043,3332,286,79154,"GEE SHIPPING        ",0,0,0,0,1,0
4044,3333,185,79178,"ISLAND TO ISLAND    ",0,0,0,0,0,0
4046,3334,220,79178,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4047,3335,77,79173,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4048,3336,77,79173,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4049,3337,198,79180,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4050,3338,282,79178,"SYDNEY SHIPPING     ",0,0,0,0,1,0
4051,3339,198,79180,"MORGANS INTER\'N     ",0,0,0,0,1,0
4052,3340,198,79180,"SIMPSONS SHIPPING   ",0,0,0,0,1,0
4054,3341,290,79179,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4056,3342,290,79179,"GEE SHIPPING        ",0,0,0,0,1,0
4057,3343,290,79179,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
4058,3344,198,79180,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4060,3345,197,79185,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4061,3346,197,79185,"PAULS SHIPPING      ",0,0,0,0,1,0
4062,3347,290,79179,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4063,3348,220,79192,"CARIBBEAN INTL      ",0,0,0,0,1,0
4064,3349,220,79192,"CARIBBEAN INTL      ",0,0,0,0,1,0
4065,3350,289,79194,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4066,3351,289,79194,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4067,3352,289,79194,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4068,3353,289,79194,"MORGAN\'S INTL       ",0,0,0,0,1,0
4069,3354,220,79192,"CARIBBEAN INTL      ",0,0,0,0,1,0
4070,3355,284,79187,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4071,3356,220,79192,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4072,3357,220,79192,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4073,3358,289,79194,"MORGANS INTL        ",0,0,0,0,1,0
4074,3359,289,79194,"PJ SHIPPING         ",0,0,0,0,1,0
4075,3360,290,79179,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
4076,3361,292,79193,"212                 ",0,0,0,0,1,0
4077,3362,237,79198,"KESTREL LINER AGEN  ",0,0,0,0,1,0
4078,3363,197,79199,"PAULS SHIPPING      ",0,0,0,0,1,0
4079,3364,198,79201,"PJ SHIPPING         ",0,0,0,0,1,0
4080,3365,198,79201,"MORGAN INT;L        ",0,0,0,0,1,0
4081,3366,198,79201,"MORGANS INT\'L       ",0,0,0,0,1,0
4082,3367,198,79201,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4083,3368,237,79198,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4084,3369,237,79198,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
4085,3370,264,78907,"KESTREL LINER       ",0,0,0,0,1,0
4087,3371,264,79201,"KESTREL / BRITLINK C",0,0,0,0,1,0
4089,3372,264,79209,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4090,3373,264,79201,"KESTREL LINER       ",0,0,0,0,1,0
4091,3374,220,79206,"CARIBBEAN INT;L     ",0,0,0,0,1,0
4092,3375,264,79201,"KESTREL LINER       ",0,0,0,0,1,0
4093,3376,220,79206,"PAUL;S SHIPPING     ",0,0,0,0,1,0
4094,3377,293,79208,"SIMPSON\'S SHIPPING  ",0,0,0,0,0,0
4095,3378,237,79198,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4096,3379,293,79208,"MORGANS INT\'L       ",0,0,0,0,0,0
4097,3380,176,79208,"KESTREL/BRITLINK CAR",0,0,0,0,1,0
4098,3381,176,79208,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4099,3382,289,79215,"PJ SHIPPING         ",0,0,0,0,1,0
4100,3383,197,79213,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4101,3384,264,79201,"GEE SHIPPING        ",0,0,0,0,1,0
4102,3385,197,79213,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4103,3386,289,79215,"MORGAN INT\'L        ",0,0,0,0,1,0
4104,3387,293,79208,"SIMPSON SHIPPING    ",0,0,0,0,0,0
4105,3388,77,79214,"KESTREL LINER       ",0,0,0,0,1,0
4106,3389,294,79215,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4107,3390,264,79201,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4108,3391,220,79220,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4109,3392,294,79215,"SYDNEY SHIPPING     ",0,0,0,0,1,0
4110,3393,220,79220,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4111,3394,290,79221,"KESTREL LINER       ",0,0,0,0,1,0
4113,3395,198,79222,"MORGAN INT\'L        ",0,0,0,0,1,0
4114,3396,290,79221,"KESTREL /BRITLINK   ",0,0,0,0,1,0
4115,3397,198,79222,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4116,3398,289,79215,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4117,3399,290,79221,"GEE SHIPPING        ",0,0,0,0,1,0
4118,3400,289,79215,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4119,3401,176,79208,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4120,3402,198,79222,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4121,3403,295,79228,"P.J SHIPPING        ",0,0,0,0,1,0
4122,3404,197,79227,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4123,3405,176,79119,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4124,3406,77,79214,"GEES SHIPPING       ",0,0,0,0,1,0
4125,3407,77,79214,"GEES SHIPPING       ",0,0,0,0,1,0
4126,3408,295,79228,"PJ SHIPPING         ",0,0,0,0,1,0
4128,3409,77,79214,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4129,3410,197,79227,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4130,3411,295,79228,"MORGANS  INT\'L      ",0,0,0,0,1,0
4131,3412,290,79221,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4132,3413,297,79229,"SYDNEY SHIPPING     ",0,0,0,0,1,0
4133,3414,290,79221,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4134,3415,295,79229,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4135,3416,297,79229,"cargo shipping      ",0,0,0,0,1,0
4136,3417,290,79221,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4137,3418,290,79221,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4138,3419,290,79221,"GEES SHIPPING       ",0,0,0,0,1,0
4139,3420,295,79229,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4140,3421,297,79229,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4141,3422,282,79234,"Sydney              ",0,0,0,0,1,0
4142,3423,284,79230,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4143,3424,284,79230,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4144,3425,284,79230,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4145,3426,220,79234,"PAULS SHIPPING      ",0,0,0,0,1,79235
4146,3427,284,79230,"ISLAND TO LSLAND    ",0,0,0,0,1,0
4147,3428,220,79234,"CARIBBEAN INT\'L     ",0,0,0,0,1,79237
4148,3429,196,79235,"KESTREL LINER       ",0,0,0,0,1,0
4149,3430,196,79235,"KESTREL LINER       ",0,0,0,0,1,0
4150,3431,289,79236,"PJ SHIPPING         ",0,0,0,0,1,79241
4151,3432,289,79237,"MORGANS INT\'L       ",0,0,0,0,1,0
4152,3433,289,79236,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4153,3434,196,79235,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4154,3435,289,79236,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4155,3436,196,79235,"BRITLINK CARGO      ",0,0,0,0,1,0
4156,3437,221,79241,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4158,3438,235,79240,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4159,3439,221,79241,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4160,3440,295,79229,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4161,3441,264,79243,"KESTREL LINE        ",0,0,0,0,1,0
4162,3442,264,79243,"KESTREL LINER/BRITLI",0,0,0,0,1,0
4163,3443,196,79235,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4164,3444,196,0,"                    ",0,0,0,0,0,0
4165,3445,196,79235,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4167,3446,196,79235,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4168,3447,198,79243,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4169,3448,198,79243,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4171,3449,198,79243,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4173,3450,196,79235,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4174,3451,264,79243,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4175,3452,264,79243,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4176,3453,176,79249,"KESTREL LINE        ",0,0,0,0,1,0
4177,3454,196,79235,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4178,3455,196,79235,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4179,3456,220,79248,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4180,3457,220,79248,"CARIB INTL          ",0,0,0,0,1,79252
4181,3458,264,79243,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4182,3459,198,79243,"SIMPSON\'S SHIPPINGG ",0,0,0,0,1,0
4183,3460,282,79249,"SYDNEY SHIPPING     ",0,0,0,0,1,0
4184,3461,264,79243,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4185,3462,197,79251,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4186,3463,197,79251,"PJ SHIPPING         ",0,0,0,0,1,0
4188,3464,197,79250,"SIMPSON\'S SHIPPING  ",0,0,0,0,1,0
4189,3465,220,79248,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4190,3466,220,79248,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4191,3467,289,79257,"MORGANS INT\'L       ",0,0,0,0,1,0
4192,3468,289,79257,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4193,3469,197,79250,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4194,3470,176,79249,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4195,3471,221,79255,"CARIBBEAN INTL      ",0,0,0,0,1,0
4197,3472,221,79255,"CARIBBEAN INTL      ",0,0,0,0,1,0
4198,3473,289,79257,"PJ SHIPPING         ",0,0,0,0,1,0
4199,3474,264,79201,"GEE  SHIPPING       ",0,0,0,0,1,0
4200,3475,221,79255,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4201,3476,176,79249,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4202,3477,198,79264,"MORGANS INT\'L       ",0,0,0,0,1,0
4203,3478,77,79256,"KESTREL/BRITLINK CAR",0,0,0,0,1,0
4204,3479,176,79249,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4205,3480,77,79256,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4206,3481,290,79263,"GEE SHIPPING        ",0,0,0,0,1,0
4207,3482,282,79268,"SYDNEY RELIABLE SHIP",0,0,0,0,1,0
4208,3483,290,79263,"BRITLINK CARGO      ",0,0,0,0,1,0
4209,3484,197,79271,"PJ SHIPPING         ",0,0,0,0,1,0
4210,3485,221,79269,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4212,3486,284,79270,"KESTREL BRITLINK CAR",0,0,0,0,1,0
4213,3487,220,79276,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4214,3488,289,79278,"MORGAN\'S INT\'L      ",0,0,0,0,1,0
4215,3489,197,79271,"SIMPSON             ",0,0,0,0,1,0
4219,3490,220,79276,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4220,3491,221,79283,"CARIBBEAN INTL\'S    ",0,0,0,0,1,79284
4221,3492,196,79280,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4222,3493,289,79278,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4223,3494,196,79268,"LONDON              ",0,0,0,0,1,0
4224,3495,198,79285,"PJ SHIPPING         ",0,0,0,0,1,0
4225,3496,221,79283,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4226,3497,198,79285,"MORGAN\'S INTL\'S     ",0,0,0,0,1,0
4227,3498,298,79290,"CARIBBEAN CARGO     ",0,0,0,0,1,79291
4228,3499,221,79283,"3PCS PAULS SHIPPING ",0,0,0,0,1,0
4229,3500,263,79286,"CHINA GUANGZHOU     ",0,0,0,0,1,0
4231,3501,220,79290,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4232,3502,185,78195,"qq                  ",0,0,0,0,0,0
4233,3503,197,79292,"MORGAN\'S INTL\'S     ",0,0,0,0,1,0
4234,3504,220,79290,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4235,3505,282,79290,"SYDNEY\'S RELIABLE   ",0,0,0,0,1,0
4236,3506,197,79292,"SIMPSON SHIPPING    ",0,0,0,0,1,0
4237,3507,176,79293,"BRITLINKCARGO       ",0,0,0,0,1,0
4238,3508,221,79297,"CARIBBEAN INT,L     ",0,0,0,0,1,0
4239,3509,221,79297,"PAULS SHIPPING      ",0,0,0,0,1,0
4240,3510,221,79297,"CARIBBEAN CARGO     ",0,0,0,0,1,0
4241,3511,176,79293,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4242,3512,290,79298,"BRITLINK CARGO      ",0,0,0,0,1,0
4243,3513,290,79298,"WEST ONE SHIPPING   ",0,0,0,0,1,0
4244,3514,290,79298,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
4245,3515,290,79298,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4246,3516,290,79298,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4248,3517,220,79304,"CARIBBEAN INT\'L     ",0,0,0,0,1,0
4249,3518,198,79306,"P.J. SHIPPING       ",0,0,0,0,1,0
4250,3519,220,79304,"PAUL\'S SHIPPING     ",0,0,0,0,1,0
4256,3520,300,79318,"PJ\'S SHIPPING       ",0,0,0,0,1,79319
4257,3521,198,79306,"MORGAN INT\'L        ",0,0,0,0,1,0
4259,3522,299,79313,"CARIBBEAN CARGO     ",0,0,0,0,1,79315
4261,3523,282,79311,"CARIBBEAN INTL      ",0,0,0,0,1,78949
4262,3524,221,79311,"PAUL\'SSHIPPING      ",0,0,0,0,1,79313
4263,3525,198,79306,"UNITED FREIGHT      ",0,0,0,0,1,0
4264,3526,198,79306,"UNITED FREIGHT      ",0,0,0,0,1,0
4265,3527,197,79313,"MORGAN\'S INT,L      ",0,0,0,0,1,0
4266,3528,221,79311,"CARIBBEAN CARGO     ",0,0,0,0,1,79314
4267,3529,284,79312,"CARIBBEAN EXPRESS   ",0,0,0,0,1,0
4268,3530,220,79318,"CARIB INT\'L         ",0,0,0,0,1,79319
4269,3531,220,79318,"PAUL\'S SHIPPING     ",0,0,0,0,1,79320
4270,3532,220,79318,"PAULS\'S 46 PCS      ",0,0,0,0,1,79319
4271,3533,258,79325,"PJ\'S SHIPPING       ",0,0,0,0,1,79326
4272,3534,282,79320,"SYDNEY\'S RELIABLE   ",0,0,0,0,1,79321
4273,3535,264,79327,"GEE\'S SHIPPING      ",0,0,0,0,1,0
4274,3536,196,79319,"ISLAND TO ISLAND    ",0,0,0,0,1,0
4275,3537,196,79319,"BRITLINK CARGO      ",0,0,0,0,1,0
4276,3538,289,79320,"MORGAN SHIPPING\'S   ",0,0,0,0,1,79321
4277,3539,221,79325,"CARIBBEAN INTL      ",0,0,0,0,1,79327
