"Rec No","Voyconid","Voyconvgeptr","Voyconcontainer","Voyconportorigin"
1513,0,3028,"HLXU8192508    ",0
1514,0,3029,"CRSU9299769    ",0
1515,0,3030,"CRSU9230422    ",0
1516,0,3031,"HLXU8352294    ",0
1518,0,3032,"SMLU7893582    ",0
1520,0,3034,"BMOU6079004    ",0
1521,0,3035,"SMLU7884050    ",0
1522,0,3036,"CRSU9230422    ",0
1523,0,3037,"TCNU8017999    ",0
1525,0,3039,"SEFU2012135    ",0
1527,0,3041,"MSCU6267644    ",0
1528,0,3026,"GESU6300801    ",0
1529,0,3025,"HLXU6396185    ",0
1530,0,3040,"SMLU7839215    ",0
1531,0,3042,"SMLU7895435    ",0
1532,0,3043,"TGHU9311084    ",0
1533,0,3044,"SMLU7848135    ",0
1534,0,3045,"TRIU8823862    ",0
1535,0,3046,"HLXU6528574    ",0
1536,0,3033,"FSCU6533650    ",0
1537,0,3047,"APHU4672057    ",0
1540,0,3049,"SMLU7936956    ",0
1541,0,3050,"SMLU7926984    ",0
1542,0,3051,"SMLU7853975    ",0
1543,0,3052,"TCLU5092271    ",0
1544,0,3053,"FCIU8388799    ",0
1545,0,3054,"SMLU7840598    ",0
1546,0,3055,"SEGU5659540    ",0
1547,0,3056,"SMLU7874957    ",0
1548,0,3057,"TCNU9946592    ",0
1549,0,3048,"HLXU6494601    ",0
1550,0,3038,"HLXU6494601    ",0
1551,0,3058,"AMFU8711420    ",0
1552,0,3059,"HLBU1169849    ",0
1553,0,3060,"HLBU1169849    ",0
1554,0,3061,"BEAU4111709    ",0
1555,0,3062,"ZCSU8946170    ",0
1556,0,3063,"ECMU8137980    ",0
1558,0,3065,"SMLU7885930    ",0
1559,0,3064,"SEGU4287900    ",0
1560,0,3066,"FCIU8011110    ",0
1561,0,3067,"TCNU7467651    ",0
1562,0,3068,"SMLU2565810    ",0
1564,0,3069,"SEGU6192018    ",0
1565,0,3070,"SMLU7942970    ",0
1566,0,3071,"TCLU8112812    ",0
1567,0,3072,"SEGU5770003    ",0
1568,0,3073,"FSCU6943417    ",0
1569,0,3074,"SMLU3123897    ",0
1572,0,3077,"ECMU8114748    ",0
1576,0,3080,"HLXU8154302    ",0
1578,0,3082,"ECMU9280912    ",0
1579,0,3083,"RFCU4035865    ",0
1580,0,3084,"GESU5030574    ",0
1581,0,3076,"GESU5030574    ",0
1582,0,3079,"BEAU4104417    ",0
1583,0,3085,"BEAU4104417    ",0
1584,0,3075,"APHU4629955    ",0
1585,0,3086,"BMUO4533740    ",0
1586,0,3087,"HLXU1380714    ",0
1587,0,3081,"APHU4627166    ",0
1588,0,3088,"ECMU8160722    ",0
1589,0,3089,"SMLU3119916    ",0
1590,0,3090,"SMLU7900803    ",0
1591,0,3091,"CMAU4965686    ",0
1592,0,3078,"HLXU8208796    ",0
1593,0,3092,"GESU5891485    ",0
1594,0,3093,"TRLU9092026    ",0
1596,0,3095,"SMLU7865433    ",0
1597,0,3096,"SMLU2569333    ",0
1598,0,3097,"SMLU7851083    ",0
1599,0,3098,"SMLU7867773    ",0
1600,0,3099,"SMLU7909312    ",0
1601,0,3100,"FSCU6750130    ",0
1602,0,3102,"ECMU8165489    ",0
1604,0,3101,"SMLU7939575    ",0
1605,0,3094,"HLXU6442254    ",0
1606,0,3103,"SMLU7874514    ",0
1608,0,3104,"GESU6197735    ",0
1609,0,3105,"SMLU7936914    ",0
1610,0,3106,"GESU5149028    ",0
1611,0,3107,"GESU6312171    ",0
1612,0,3108,"SMLU7938049    ",0
1613,0,3109,"GESU6312171    ",0
1614,0,3110,"CAIU9301162    ",0
1615,0,3111,"GESU5054560    ",0
1617,0,3113,"SMLU7859905    ",0
1618,0,3114,"FCIU8125180    ",0
1619,0,3112,"SMLU7914751    ",0
1620,0,3115,"UESU5264323    ",0
1621,0,3116,"LPL5555555     ",0
1622,0,3117,"GESU6312171    ",0
1623,0,3118,"TCNU5779917    ",0
1624,0,3119,"HLXU8513552    ",0
1625,0,3120,"BMOU6002300    ",0
1627,0,3122,"FCIU9219200    ",0
1628,0,3121,"SEGU5035565    ",0
1629,0,3123,"APHU4622734    ",0
1630,0,3124,"SMLU7925458    ",0
1631,0,3125,"FCIU9219200    ",0
1633,0,3127,"SMLU7940072    ",0
1634,0,3128,"SMLU7928312    ",0
1635,0,3129,"HNSU5026640    ",0
1636,0,3130,"CAIU5809999    ",0
1637,0,3126,"BMOU4069218    ",0
1638,0,3131,"GLDU7726193    ",0
1639,0,3132,"HLBU1688232    ",0
1640,0,3133,"BMOU4533782    ",0
1641,0,3134,"TCNU8003995    ",0
1642,0,3135,"INKU6446389    ",0
1643,0,3136,"AMFU8590669    ",0
1644,0,3137,"SMLU7864706    ",0
1645,0,3138,"TCNU9020472    ",0
1647,0,3140,"DFSU6256550    ",0
1648,0,3141,"TCNU9797776    ",0
1649,0,3142,"SMLU7906416    ",0
1650,0,3143,"BEAU4178976    ",0
1651,0,3139,"UETU5225948    ",0
1652,0,3144,"FSCU8084516    ",0
1653,0,3145,"TCNU9384875    ",0
1654,0,3146,"ECMU8114500    ",0
1655,0,3147,"HLBU1710850    ",0
1656,0,3148,"SMLU7899240    ",0
1657,0,3149,"ZCSU8618187    ",0
1658,0,3150,"SMLU7919028    ",0
1659,0,3151,"SMLU7822233    ",0
1660,0,3152,"DFSU7479959    ",0
1661,0,3153,"DFSU7479959    ",0
1662,0,3154,"HLBU1812657    ",0
1663,0,3155,"HLBU1426090    ",0
1664,0,3156,"HLBU1812657    ",0
1665,0,3157,"SMLU3112568    ",0
1666,0,3158,"APHU4663712    ",0
1667,0,3159,"SMLU7837927    ",0
1668,0,3160,"SMLU7864239    ",0
1669,0,3161,"HLBU1620865    ",0
1671,0,3162,"SMLU7935754    ",0
1672,0,3163,"UESU4564049    ",0
1673,0,3164,"HLXU8156054    ",0
1674,0,3165,"HLXU8447424    ",0
1675,0,3166,"SMLU7898368    ",0
1676,0,3167,"SMLU3105110    ",0
1677,0,3168,"FSCU9970437    ",0
1678,0,3169,"SMLU7893807    ",0
1679,0,3170,"TCNU6778849    ",0
1680,0,3171,"HLXU6239695    ",0
1681,0,3172,"TCNU3077439    ",0
1682,0,3173,"TGHU8215091    ",0
1683,0,3174,"SMLU7846805    ",0
1684,0,3175,"HLBU1754627    ",0
1685,0,3176,"SMLU7861179    ",0
1686,0,3177,"SMLU7891867    ",0
1687,0,3178,"HLXU8447424    ",0
1688,0,3179,"SMLU7903720    ",0
1689,0,3180,"UETU5440848    ",0
1690,0,3181,"SMLU7852140    ",0
1691,0,3182,"HLXU8116998    ",0
1692,0,3183,"FSCU9545654    ",0
1693,0,3184,"CLHU9130732    ",0
1694,0,3185,"HLXU6320786    ",0
1697,0,3187,"TCNU8006660    ",0
1699,0,3188,"UESU4836804    ",0
1700,0,3189,"CLHU8855431    ",0
1701,0,3190,"SMLU9878989    ",0
1702,0,3191,"HLXU8156054    ",0
1703,0,3192,"TRLU7501064    ",0
1704,0,3193,"HLXU6306638    ",0
1705,0,3194,"ZCSU8526624    ",0
1706,0,3195,"ECMU9311551    ",0
1707,0,3196,"SMLU7924786    ",0
1708,0,3197,"SMLU7934038    ",0
1709,0,3198,"TCNU8082145    ",0
1710,0,3199,"SMLU7920353    ",0
1711,0,3200,"CLHU8855431    ",0
1712,0,3201,"HLBU1734580    ",0
1714,0,3203,"TEMU6705035    ",0
1715,0,3204,"FSCU6517406    ",0
1716,0,3205,"FSCU6517406    ",0
1717,0,3206,"CLHU8855431    ",0
1718,0,3186,"HLXU8506790    ",0
1719,0,3207,"ZCSU8498902    ",0
1720,0,3208,"TEMU6705035    ",0
1721,0,3209,"SMLU8310972    ",0
1722,0,3210,"SMLU7874160    ",0
1723,0,3211,"BMOU4658780    ",0
1724,0,3212,"CXDU1780094    ",0
1725,0,3214,"BMOU4658780    ",0
1726,0,3215,"BMOU4658780    ",0
1727,0,3216,"SMLU7870083    ",0
1728,0,3217,"TGHU8194912    ",0
1729,0,3218,"SMLU2578660    ",0
1730,0,3219,"SMLU7901142    ",0
1732,0,3220,"HLXU6488975    ",0
1733,0,3221,"CMAU4816471    ",0
1734,0,3222,"TCNU3307104    ",0
1735,0,3223,"HLXU6488975    ",0
1736,0,3224,"SEGU4015667    ",0
1737,0,3225,"GESU4746820    ",0
1738,0,3226,"SMLU7873945    ",0
1740,0,3227,"SMLU7906951    ",0
1741,0,3228,"GESU5972057    ",0
1743,0,3229,"GESU5972057    ",0
1744,0,3230,"CAXU9146140    ",0
1745,0,3231,"TCNU4295564    ",0
1746,0,3232,"GATU8684629    ",0
1747,0,3233,"CMAU5693577    ",0
1748,0,3234,"TCNU4295564    ",0
1749,0,3235,"FSCU9468373    ",0
1750,0,3236,"SMLU7870653    ",0
1751,0,3237,"TCKU9978070    ",0
1752,0,3238,"GATU8684629    ",0
1753,0,3239,"SMLU7880498    ",0
1755,0,3240,"FCIU8431658    ",0
1756,0,3241,"TCLU5672182    ",0
1757,0,2206,"02333387       ",0
1758,0,3243,"SMLU7883326    ",0
1759,0,3244,"FSCU9837975    ",0
1760,0,3245,"CAIU8465201    ",0
1761,0,3246,"AMFU8888680    ",0
1762,0,3247,"SMLU7899847    ",0
1763,0,3248,"SMLU7923136    ",0
1764,0,3249,"SMLU3106966    ",0
1765,0,3250,"TCLU9220724    ",0
1766,0,3251,"GESU6829499    ",0
1767,0,3252,"SMLU8333495    ",0
1768,0,3253,"SMLU7942814    ",0
1769,0,3254,"HLXU6241563    ",0
1770,0,3255,"6675432118     ",0
1772,0,3257,"TCNU3761251    ",0
1773,0,3258,"SMLU7901728    ",0
1774,0,3259,"SMLU7891717    ",0
1775,0,3260,"TCNU6019708    ",0
1776,0,3261,"HLXU1261525    ",0
1777,0,3262,"SMLU7886393    ",0
1778,0,3263,"SMLU7935230    ",0
1779,0,3264,"SEGU5662971    ",0
1781,0,3266,"HLXU8093167    ",0
1782,0,2886,"TEMU6079034    ",0
1783,0,3256,"TEMU6079034    ",0
1784,0,3267,"AMFU8597597    ",0
1785,0,3268,"SMLU7876137    ",0
1786,0,3269,"CMCU4582590    ",0
1787,0,3270,"SMLU8318280    ",0
1788,0,3271,"CMCU4582590    ",0
1789,0,3272,"GESU3882057    ",0
1790,0,3273,"FSCU6690561    ",0
1791,0,3274,"SMLU7854966    ",0
1792,0,3265,"TEMU6079034    ",0
1793,0,3275,"AMFU8597597    ",0
1794,0,3276,"GATU8493854    ",0
1796,0,3278,"CMCU4501644    ",0
1797,0,3279,"GESU5704476    ",0
1798,0,3280,"HLXU6533987    ",0
1799,0,3281,"TCNU9121884    ",0
1800,0,3282,"SMLU7824160    ",0
1801,0,3283,"FSCU6943417    ",0
1802,0,3277,"GESU5704476    ",0
1803,0,3284,"CAIU2493166    ",0
1804,0,3285,"INKU6537684    ",0
1807,0,3287,"SMLU7935230    ",0
1808,0,3288,"HLBU1671184    ",0
1809,0,3289,"TCLU8471617    ",0
1810,0,3290,"BMOU5260872    ",0
1811,0,3291,"SMLU7904096    ",0
1812,0,3292,"CAXU9144255    ",0
1813,0,3293,"CAXU9144255    ",0
1814,0,3294,"BMOU4604119    ",0
1815,0,3295,"CAXU9144255    ",0
1816,0,3296,"SLUWE376451    ",0
1817,0,3297,"TCKU9872983    ",0
1818,0,3298,"SMLU7918438    ",0
1819,0,3299,"TGHU6110928    ",0
1820,0,3300,"SMLU7891928    ",0
1821,0,3301,"HLXU8432825    ",0
1822,0,3302,"BEAU2096987    ",0
1823,0,3303,"SMLU7937124    ",0
1824,0,3304,"BMOU5260872    ",0
1825,0,3305,"TCLU8471617    ",0
1826,0,3286,"UACU5588050    ",0
1827,0,3306,"SMLU7839616    ",0
1828,0,3307,"DFSU6212633    ",0
1829,0,3308,"HLXU8383090    ",0
1830,0,3309,"HLXU8383090    ",0
1831,0,3310,"FSCU7631795    ",0
1832,0,3311,"SMLU7932164    ",0
1833,0,3312,"SMLU8308511    ",0
1834,0,3313,"FCIU8421182    ",0
1835,0,3314,"CXDU1780290    ",0
1836,0,3315,"HLBU1489204    ",0
1837,0,3316,"HLXU1271056    ",0
1838,0,3317,"TCNU3339903    ",0
1839,0,3318,"PGHV6418021    ",0
1840,0,3319,"SMLU7900700    ",0
1841,0,3320,"SMLU7903818    ",0
1842,0,3321,"BEAU4180103    ",0
1843,0,3322,"SMLU7962220    ",0
1844,0,3323,"TCNU9671134    ",0
1845,0,3324,"SMLU7837505    ",0
1846,0,3325,"UETU5460607    ",0
1847,0,3326,"TEXU1547922    ",0
1848,0,3327,"TRLU7368075    ",0
1849,0,3328,"SMLU7932185    ",0
1850,0,3329,"TGHU3255595    ",0
1851,0,3330,"DFSU7414109    ",0
1852,0,3331,"SUDU8093061    ",0
1853,0,3332,"CAXU9144256    ",0
1854,0,3333,"RES356679      ",0
1855,0,3334,"SMLU7909499    ",0
1856,0,3335,"UETU5460607    ",0
1857,0,3336,"UACU5816057    ",0
1858,0,3337,"SMLU7845861    ",0
1859,0,3338,"CMCU4566476    ",0
1860,0,3339,"UETU5147763    ",0
1861,0,3340,"TCNU8152664    ",0
1863,0,3341,"SEGU5769492    ",0
1864,0,3342,"TCLU8087807    ",0
1865,0,3343,"TCLU8087807    ",0
1866,0,3344,"TCNU8152664    ",0
1867,0,3345,"SMLU8324277    ",0
1868,0,3346,"SMLU7887173    ",0
1869,0,3347,"TCLU8087807    ",0
1870,0,3348,"DRYU9782351    ",0
1871,0,3349,"BMOU2451896    ",0
1872,0,3350,"SMLU7902909    ",0
1873,0,3351,"BMOU5969847    ",0
1874,0,3352,"DRYU9101062    ",0
1875,0,3353,"SMLU7867407    ",0
1876,0,3354,"DRYU9782351    ",0
1877,0,3355,"FSCU9537880    ",0
1879,0,3357,"SMLU7863280    ",0
1880,0,3358,"CRXU9983198    ",0
1881,0,3359,"SMLU7930768    ",0
1882,0,3360,"TCLU8087807    ",0
1883,0,3361,"N/N            ",0
1884,0,3362,"HLXU6234440    ",0
1885,0,3363,"TCNU9135260    ",0
1886,0,3356,"SMLU7953830    ",0
1887,0,3364,"SMLU7873143    ",0
1888,0,3365,"SMLU7901327    ",0
1889,0,3366,"SMLU7946213    ",0
1890,0,3367,"SMLU7868867    ",0
1891,0,3368,"UACU5312879    ",0
1892,0,3369,"DFSU7711004    ",0
1893,0,3370,"TRLU7315558    ",0
1894,0,3371,"TRLU7315558    ",0
1896,0,3372,"HXLU8301276    ",0
1897,0,3373,"TRLU7315558    ",0
1898,0,3374,"SMLU7926346    ",0
1899,0,3375,"TCNU9228635    ",0
1900,0,3376,"SMLU7838076    ",0
1901,0,3377,"SMLU7959972    ",0
1902,0,3378,"HLXU8496455    ",0
1903,0,3379,"SMLU7930808    ",0
1904,0,3380,"RFCU5091652    ",0
1905,0,3381,"UACU5790570    ",0
1906,0,3382,"BSIU9623591    ",0
1907,0,3383,"BMOU4324910    ",0
1908,0,3384,"HLXU8500468    ",0
1909,0,3385,"SMLU7871325    ",0
1910,0,3386,"SMLU7883075    ",0
1911,0,3387,"SMLU7879521    ",0
1912,0,3388,"FSCU9985442    ",0
1913,0,3389,"ZCSU8962314    ",0
1914,0,3390,"HLXU8234481    ",0
1915,0,3391,"SMLU7885720    ",0
1916,0,3392,"ZIMU2876413    ",0
1917,0,3393,"SMLU7911161    ",0
1918,0,3394,"HLBU1563256    ",0
1919,0,3395,"TTNU8289027    ",0
1920,0,3396,"GESU6382950    ",0
1921,0,3397,"SMLU7909689    ",0
1922,0,3398,"SMLU7962894    ",0
1923,0,3399,"HLXU8614877    ",0
1924,0,3400,"SMLU7962894    ",0
1926,0,3402,"RFCU4041404    ",0
1927,0,3403,"TCNU8538750    ",0
1928,0,3404,"SMLU7884261    ",0
1929,0,3405,"HLBU1709037    ",0
1930,0,3406,"HLXU6350055    ",0
1931,0,3407,"TEMU7084483    ",0
1932,0,3401,"HLXU6338609    ",0
1933,0,3408,"SMLU7847329    ",0
1934,0,3409,"TRLU8146133    ",0
1935,0,3410,"SMLU7958180    ",0
1936,0,3411,"FSCU9651928    ",0
1937,0,3412,"APHU6884179    ",0
1938,0,3413,"ZIMU1051911    ",0
1939,0,3414,"HLBU1560160    ",0
1940,0,3415,"GVCU5098788    ",0
1942,0,3417,"ECMU9913163    ",0
1943,0,3418,"HLXU8614877    ",0
1944,0,3419,"HLXU8614877    ",0
1945,0,3420,"SMLU7960926    ",0
1946,0,3421,"TCNU4254523    ",0
1947,0,3422,"CMCU4544672    ",0
1948,0,3416,"TCNU4254523    ",0
1949,0,3423,"TCLU9938291    ",0
1950,0,3424,"TCLU5978980    ",0
1951,0,3425,"BMOU6605686    ",0
1952,0,3426,"SMLU7868635    ",0
1953,0,3427,"BMOU6605686    ",0
1954,0,3428,"SMLU7884019    ",0
1955,0,3429,"TGHU9229227    ",0
1956,0,3430,"HLXU6402170    ",0
1957,0,3431,"SMLU7902616    ",0
1958,0,3432,"SMLU7907562    ",0
1959,0,3433,"TCNU7579862    ",0
1960,0,3434,"KKTU7227257    ",0
1961,0,3435,"SMLU410220     ",0
1962,0,3436,"HLBU1496796    ",0
1963,0,3437,"SMLU7890475    ",0
1964,0,3438,"SMLU7928307    ",0
1965,0,3439,"BMOU4088877    ",0
1967,0,3440,"TCNU8006309    ",0
1968,0,3441,"HLXU1276490    ",0
1969,0,3442,"DFSU6960466    ",0
1970,0,3443,"TCLU1463625    ",0
1971,0,3444,"INKU2528600    ",0
1972,0,3445,"INKU2528600    ",0
1973,0,3446,"BHCU4948271    ",0
1974,0,3447,"AMFU8862290    ",0
1975,0,3448,"SMLU7907710    ",0
1976,0,3449,"AMFU8862290    ",0
1977,0,3450,"BMOU5631340    ",0
1978,0,3451,"BMOU564950     ",0
1979,0,3452,"CLHU8973711    ",0
1980,0,3453,"TCLU5544290    ",0
1981,0,3454,"HLXU8083385    ",0
1982,0,3455,"BHCU4948271    ",0
1983,0,3456,"SMLU7930876    ",0
1984,0,3457,"SMLU7925798    ",0
1985,0,3458,"BMOU5646952    ",0
1986,0,3459,"BMOU4932102    ",0
1987,0,3460,"SEGU5205403    ",0
1988,0,3461,"CMAU7378527    ",0
1989,0,3462,"SMLU7841125    ",0
1991,5,3463,"SMLU7888436    ",0
1992,0,3464,"BMOU4261621    ",0
1994,0,3465,"TCNU6060933    ",0
1995,0,3466,"SMLU7893324    ",0
1996,0,3467,"SMLU7860059    ",0
1997,0,3468,"SMLU7955690    ",0
1998,0,3469,"SMLU7909204    ",0
1999,0,3470,"FCIUGS50884    ",0
2000,0,3471,"SMLU7931790    ",0
2002,0,3472,"SMLU7944870    ",0
2003,0,3473,"SMLU7933073    ",0
2004,0,3474,"CPSU6444509    ",0
2005,0,3475,"SMLU7954271    ",0
2006,0,3476,"FCIU8508847    ",0
2007,0,3477,"SMLU7915589    ",0
2008,0,3478,"TCLU5088820    ",0
2009,0,3479,"FCIU8508847    ",0
2010,0,3480,"BEAU4173336    ",0
2011,0,3481,"UACU5915023    ",0
2012,0,3482,"BMOU6079508    ",0
2013,0,3483,"UACU5989962    ",0
2014,0,3484,"BMOU4538341    ",0
2015,0,3485,"SMLU7874978    ",0
2017,0,3486,"UACU5627428    ",0
2018,0,3487,"CLHU8659845    ",0
2020,0,3489,"SMLU7863696    ",0
2021,0,3490,"SMLU7874936    ",0
2022,0,3491,"SMLU7887614    ",0
2023,0,3488,"SMLU7945388    ",0
2024,0,3492,"CMAU7002247    ",0
2025,0,3493,"SMLU7878058    ",0
2026,0,3494,"CMAU7002247    ",0
2028,0,3496,"SMLU7923769    ",0
2029,0,3497,"SMLU7932288    ",0
2030,0,3495,"SMLU3121404    ",0
2031,0,3498,"ZCSU8823598    ",0
2032,0,3499,"SMLU7960340    ",0
2033,0,3500,"TCLU9430058    ",0
2034,0,3501,"SMLU7911449    ",0
2036,0,3503,"SMLU7908229    ",0
2037,0,3504,"SMLU7894850    ",0
2038,0,3505,"FCIU9429125    ",0
2039,0,3506,"SMLU7889495    ",0
2040,0,3507,"FSCU9548355    ",0
2041,0,3508,"SMLU7894399    ",0
2042,0,3509,"SMLU7881046    ",0
2043,0,3510,"SMLU7900721    ",0
2044,0,3511,"TCNU3249760    ",0
2045,0,3512,"IPXU3921734    ",0
2046,0,3513,"TRLU7630143    ",0
2047,0,3514,"FSCU9187566    ",0
2048,0,3515,"GATU8312616    ",0
2049,0,3516,"GATU8312616    ",0
2050,0,3517,"BSIU9171059    ",0
2051,0,3518,"SMLU7855134    ",0
2052,0,3519,"FCIU8881341    ",0
2053,0,3520,"CMAU5917363    ",0
2054,0,3521,"SMLU7946830    ",0
2055,0,3522,"CLHU2788573    ",0
2056,0,3523,"CMCU4600879    ",0
2057,0,3524,"TCKU9213712    ",0
2058,0,3525,"SMLU7956762    ",0
2059,0,3526,"TCKU9838989    ",0
2060,0,3527,"SMLU7949228    ",0
2061,0,3528,"SMLU7942990    ",0
2062,0,3529,"CAIU9425564    ",0
2063,0,3530,"SMLU7952279    ",0
2064,0,3531,"TCNU9892372    ",0
2065,0,3532,"SMLU7861970    ",0
2066,0,3533,"TLLU4963469    ",0
2067,0,3534,"CMCU4564576    ",0
2068,0,3535,"UACU5690842    ",0
2069,0,3536,"HLBU1539516    ",0
2070,0,3537,"HLXU8119600    ",0
2071,0,3538,"SMLU7964330    ",0
2072,0,3539,"SMLU7959627    ",0
2073,0,3540,"TLLU4963469    ",0
2074,0,3541,"SMLU7845434    ",0
2075,0,3542,"SMLU7946785    ",0
2076,0,3543,"SMLU7946785    ",0
2077,0,3544,"RFCU5024989    ",0
2078,0,3545,"CAXU8187545    ",0
2079,0,3546,"SMLU7865111    ",0
2080,0,3547,"TCNU8005880    ",0
2081,0,3548,"SMLU7943148    ",0
2082,0,3549,"SMLU7865111    ",0
2083,0,3550,"BMOU4069579    ",0
2084,0,3551,"SMLU7965419    ",0
2085,0,3552,"FSCU9603914    ",0
2086,0,3553,"GESU6318502    ",0
2087,0,3554,"HLXU8279146    ",0
2088,0,3555,"JINU4500736    ",0
2089,0,3556,"TCNU9477140    ",0
2090,0,3557,"TGHU9814685    ",0
2091,0,3558,"UACU5448377    ",0
2092,0,3559,"UETU5467690    ",0
2093,0,3560,"SEGU5165316    ",0
2094,0,3561,"SMLU7860660    ",0
2096,0,3563,"SMLU7891548    ",0
2097,0,3564,"JINU4500736    ",0
2099,0,3566,"TRLU7220787    ",0
2100,0,3567,"SMLU7913190    ",0
2101,0,3568,"SMLU7920029    ",0
2102,0,3569,"CAIU9390426    ",0
2103,0,3570,"SMLU7850488    ",0
2104,0,3571,"HLXU6548204    ",0
2105,0,3572,"TGBU5777283    ",0
2106,0,3573,"BSIU9124777    ",0
2107,0,3574,"SMLU7956438    ",0
2108,0,3575,"FSCU9932231    ",0
2109,0,3576,"TCNU9291284    ",0
2110,0,3577,"N/A            ",0
2112,0,3578,"HLXU6548204    ",0
2113,0,3579,"FSCU9924431    ",0
2114,0,3580,"SMLU7945080    ",0
2115,0,3581,"SMLU7897401    ",0
2116,0,3582,"TGHU7700873    ",0
2117,0,3583,"FSCU7173579    ",0
2118,0,3584,"HLBU1548441    ",0
2119,0,3585,"SMLU7892380    ",0
2121,0,3586,"HLXU8410261    ",0
2122,0,3587,"APHU7228935    ",0
2123,0,3588,"SMLU7902977    ",0
2124,0,3589,"HLXU8410261    ",0
2125,0,3590,"UESU4683053    ",0
2126,0,3591,"FSCU9447452    ",0
2127,0,3592,"SMLU7954440    ",0
2128,0,3593,"SMLU1111000    ",0
2129,0,3594,"SMLU7963421    ",0
2130,0,3595,"FICU8425552    ",0
2131,0,3596,"SMLU7929089    ",0
2132,0,3597,"SMLU1111122    ",0
2133,0,3598,"APHU7283594    ",0
2134,0,3599,"SMLU7874520    ",0
2135,0,3600,"SMLU7842538    ",0
2136,0,3601,"SMLU7952432    ",0
2137,0,3602,"SMLU7833346    ",0
2138,0,3603,"UESU5241020    ",0
2139,0,3604,"SMLU7894660    ",0
2140,0,3605,"APHU728394     ",0
2141,0,3606,"UETU5465240    ",0
2142,0,3607,"FSCU3415680    ",0
2143,0,3608,"SMLU7949845    ",0
2145,0,3610,"SMLU7927430    ",0
2146,0,3611,"SMLU7885782    ",0
2147,0,3612,"HLXU6354528    ",0
2148,0,3613,"UACU5496312    ",0
2149,0,3614,"HLXU8449319    ",0
2150,0,3615,"ZCSU8413593    ",0
2151,0,3616,"GESU6311313    ",0
2152,0,3617,"CNCU5504763    ",0
2153,0,3618,"APRU5046818    ",0
2154,0,3619,"CPSU6475768    ",0
2155,0,3620,"TGHU3256360    ",0
2156,0,3621,"CRSU9304741    ",0
2157,0,3622,"TEMU9216167    ",0
2158,0,3609,"SMLU7899786    ",0
2159,0,3623,"SMLU7949850    ",0
2160,0,3624,"UACU5798539    ",0
2161,0,3625,"BSIU9064786    ",0
2162,0,3626,"SMLU7914659    ",0
2163,0,3627,"SMLU7868661    ",0
2164,0,3628,"SMLU7936067    ",0
2165,0,3629,"CAIU8056311    ",0
2166,0,3630,"SMLU7882588    ",0
2167,0,3631,"ECMU8035417    ",0
2168,0,3632,"SMLU7971134    ",0
2169,0,3633,"APHU6766685    ",0
2170,0,3634,"CMAU4455933    ",0
2171,0,3635,"SEGU4361422    ",0
2172,0,3636,"BMOU4817500    ",0
2173,0,3637,"FSCU8244430    ",0
2174,0,3638,"CAIU5848188    ",0
2175,0,3639,"SMLU7951307    ",0
2176,0,3640,"SMLU7867979    ",0
2177,0,3641,"GATU8802871    ",0
2178,0,3642,"UACU5724290    ",0
2179,0,3643,"APRU5033132    ",0
2181,0,3644,"SMLU794322O    ",0
2182,0,3645,"SMLU7943220    ",0
2184,0,3647,"SMLU7930480    ",0
2185,0,3648,"SMLU7956654    ",0
2186,0,3649,"DRYU9108940    ",0
2187,0,3650,"SMLU7955703    ",0
2188,0,3651,"TEMU7571434    ",0
2189,0,3652,"SMLU7834980    ",0
2190,0,3653,"SMLU7871840    ",0
2191,0,3654,"APRU5736990    ",0
2192,0,3646,"SMLU7835312    ",0
2193,0,3655,"SMLU7897464    ",0
2194,0,3656,"AXIU1495180    ",0
2195,0,3657,"APRU5736990    ",0
2196,0,3658,"FCIU8427581    ",0
2197,0,3659,"SMLU7908595    ",0
2198,0,3660,"SMLU7969219    ",0
2199,0,3661,"SMLU7879199    ",0
2200,0,3662,"SMLU7889094    ",0
2201,0,3663,"SMLU7971010    ",0
2202,0,3664,"SMLU7850533    ",0
2203,0,3665,"SMLU7889094    ",0
2204,0,3666,"SMLU7890310    ",0
2205,0,3667,"SMLU7925062    ",0
2206,0,3668,"TTNU9023324    ",0
2207,0,3669,"SMLU7925484    ",0
2208,0,3670,"BMOU4068926    ",0
2209,0,3671,"SMLU7890310    ",0
2210,0,3672,"CGMU9400438    ",0
2211,0,3673,"TTNU8496343    ",0
2212,0,3674,"TCNU9576970    ",0
2213,0,3675,"TCNU9765892    ",0
2214,0,3676,"GESU9592008    ",0
2215,0,3677,"SMLU7954899    ",0
2216,0,3678,"SMLU7889880    ",0
2217,0,3679,"UETU5560798    ",0
2218,0,3680,"SMLU7947117    ",0
2219,0,3681,"CGMU4969519    ",0
2220,0,3682,"TLLU4789233    ",0
2221,0,3683,"GESU9592008    ",0
2222,0,3684,"SMLU7970544    ",0
2223,0,3685,"SMLU7931928    ",0
2224,0,3686,"SMLU7941607    ",0
2225,0,3687,"CXRU1530422    ",0
2226,0,3688,"CGMU5031922    ",0
2227,0,3689,"SMLU7949594    ",0
2228,0,3690,"MEDU7522170    ",0
2229,0,3691,"SMLU7868240    ",0
2230,0,3692,"SMLU7909164    ",0
2231,0,3693,"CXRU1530422    ",0
2232,0,3694,"CMAU5332445    ",0
2233,0,3695,"CMAU7156659    ",0
2234,0,3696,"BMOU1281619    ",0
2235,0,3697,"BMOU6139206    ",0
