"Rec No","Voyconid","Voyconvgeptr","Voyconcontainer","Voyconportorigin","Seal"
        1332,            0,         1270,"SMLU7867243",            0,
        1333,            0,         1271,"SMLU3100021",            0,
        1334,            0,         1272,"SMLU7871583",            0,
        1335,            0,         1273,"SMLU7814480",            0,
        1336,            0,         1274,"SMLU7830820",            0,
        1337,            0,         1275,"SMLU7923326",            0,
        1338,            0,         1276,"SMLU7934676",            0,
        1339,            0,         1277,"SMLU7915640",            0,
        1340,            0,         1278,"SMLU7910308",            0,
        1341,            0,         1279,"SMLU7834698",            0,
        1342,            0,         1280,"SMLU5446311",            0,
        1343,            0,         1281,"BSIU9075409",            0,
        1346,            0,         1282,"SMLU7890813",            0,
        1347,            0,         1283,"SMLU2565111",            0,
        1348,            0,         1284,"SMLU7931888",            0,
        1349,            0,         1285,"SMLU7830692",            0,
        1350,            0,         1286,"SMLU7860589",            0,
        1351,            0,         1287,"SMLU3107350",            0,
        1352,            0,         1288,"SMLU7945156",            0,
        1353,            0,         1289,"SMLU7901693",            0,
        1354,            0,         1290,"SMLU7895899",            0,
        1355,            0,         1291,"SMLU7954950",            0,
        1356,            0,         1292,"SMLU7947307",            0,
        1357,            0,         1293,"BMOU6001808",            0,
        1358,            0,         1294,"CRSU9331557",            0,
        1359,            0,         1295,"SMLU7948540",            0,
        1360,            0,         1296,"BMOU4297516",            0,
        1361,            0,         1297,"SMLU7868384",            0,
        1362,            0,         1298,"SMLU7878823",            0,
        1363,            0,         1299,"SMLU7916780",            0,
        1364,            0,         1300,"SMLU7855685",            0,
        1365,            0,         1301,"FCIU9343567",            0,
        1366,            0,         1302,"SMLU7944709",            0,
        1367,            0,         1303,"SMLU7927830",            0,
        1368,            0,         1304,"CMCU4964066",            0,
        1369,            0,         1305,"CIAU8163480",            0,
        1370,            0,         1306,"SMLU7915146",            0,
        1371,            0,         1307,"SMLU7917576",            0,
        1372,            0,         1308,"SMLU7852412",            0,
        1373,            0,         1309,"SMLU7880219",            0,
        1374,            0,         1310,"SMLU7921827",            0,
        1375,            0,         1311,"TGHU8660456",            0,
        1376,            0,         1312,"SMLU7903090",            0,
        1377,            0,         1313,"FCIU9011412",            0,
        1378,            0,         1314,"SMLU7901610",            0,
        1379,            0,         1315,"AMFU8922043",            0,
        1380,            0,         1316,"UESU5219812",            0,
        1381,            0,         1317,"GATU8718009",            0,
        1382,            0,         1318,"SMLU7878762",            0,
        1383,            0,         1319,"SMLU7859757",            0,
        1384,            0,         1320,"SMLU7861857",            0,
        1385,            0,         1321,"SMLU7878660",            0,
        1386,            0,         1322,"SMLU7910957",            0,
        1387,            0,         1323,"FCIU9370351",            0,
        1388,            0,         1324,"SMLU7923270",            0,
        1389,            0,         1325,"SMLU7834276",            0,
        1390,            0,         1326,"GLDU0789158",            0,
        1391,            0,         1327,"SMLU7890114",            0,
        1392,            0,         1328,"SMLU7886285",            0,
        1393,            0,         1329,"TCNU6679379",            0,
        1394,            0,         1330,"TTNU1863690",            0,
        1396,            0,         1331,"SMLU7903187",            0,
        1397,            0,         1332,"FSCU6323674",            0,
        1398,            0,         1333,"SMLU2575803",            0,
        1399,            0,         1334,"SMLU7869518",            0,
        1400,            0,         1335,"SMLU7919049",            0,
        1401,            0,         1336,"BSIU9084695",            0,
        1402,            0,         1337,"SMLU7894017",            0,
        1404,            0,         1339,"SMLU3107617",            0,
        1405,            0,         1340,"SMLU7946595",            0,
        1406,            0,         1341,"SMLU7915151",            0,
        1407,            0,         1342,"TRLU8227533",            0,
        1408,            0,         1344,"SMLU7894486",            0,
        1409,            0,         1345,"SMLU7889561",            0,
        1410,            0,         1343,"TRLU8227533",            0,
        1411,            0,         1346,"CRSU9310132",            0,
        1412,            0,         1347,"SMLU7938049",            0,
        1413,            0,         1348,"SMLU7871449",            0,
        1414,            0,         1338,"SMLU7874561",            0,
        1415,            0,         1349,"SMLU7835230",            0,
        1416,            0,         1351,"SMLU7869199",            0,
        1417,            0,         1352,"CAXU8029473",            0,
        1418,            0,         1353,"SMLU7861369",            0,
        1419,            0,         1354,"UETU5465743",            0,
        1420,            0,         1350,"SMLU7929664",            0,
        1422,            0,         1356,"SMLU864120",            0,
        1423,            0,         1357,"SMLU7913246",            0,
        1424,            0,         1358,"TRIU8358441",            0,
        1425,            0,         1359,"TEMU9467901",            0,
        1426,            0,         1360,"FCIU8599087",            0,
        1427,            0,         1361,"SMLU7937187",            0,
        1428,            0,         1355,"SMLU7901590",            0,
        1429,            0,         1362,"SMLU3100166",            0,
        1430,            0,         1363,"SMLU7910566",            0,
        1431,            0,         1364,"SMLU7879481",            0,
        1432,            0,         1365,"SMLU7945686",            0,
        1433,            0,         1366,"SMLU7919075",            0,
        1434,            0,         1367,"SMLU7912851",            0,
        1435,            0,         1368,"SMLU7889284",            0,
        1436,            0,         1369,"GLDU7445133",            0,
        1437,            0,         1370,"SMLU7950450",            0,
        1438,            0,         1371,"CRSU9312599",            0,
        1439,            0,         1372,"SMLU7883579",            0,
        1440,            0,         1373,"SMLU7922947",            0,
        1441,            0,         1374,"SMLU7928689",            0,
        1442,            0,         1375,"SMLU7908759",            0,
        1443,            0,         1376,"SMLU7838369",            0,
        1444,            0,         1377,"SMLU7911259",            0,
        1445,            0,         1378,"SMLU7831929",            0,
        1446,            0,         1379,"SMLU7938516",            0,
        1447,            0,         1380,"SMLU7838287",            0,
        1448,            0,         1381,"SMLU7920029",            0,
        1449,            0,         1382,"SMLU7886032",            0,
        1450,            0,         1383,"SMLU7888164",            0,
        1451,            0,         1384,"SMLU7921771",            0,
        1452,            0,         1385,"GESU5484978",            0,
        1453,            0,         1386,"SMLU7946173",            0,
        1454,            0,         1387,"SMLU5467952",            0,
        1455,            0,         1388,"TTNU9538280",            0,
        1456,            0,         1389,"TTNU9538280",            0,
        1457,            0,         1390,"FCIU8830555",            0,
        1458,            0,         1391,"SMLU7921827",            0,
        1459,            0,         1392,"SEGU4017042",            0,
        1460,            0,         1393,"BMOU4440437",            0,
        1461,            0,         1394,"SMLU7869122",            0,
        1462,            0,         1395,"SMLU5442208",            0,
        1463,            0,         1396,"SMLU7865343",            0,
        1464,            0,         1397,"SMLU7865343",            0,
        1465,            0,         1398,"SMLU7907623",            0,
        1466,            0,         1399,"SMLU7963890",            0,
        1467,            0,         1400,"SMLU7876482",            0,
        1468,            0,         1401,"SMLU7949697",            0,
        1469,            0,         1402,"SMLU5451262",            0,
        1470,            0,         1403,"TTNU8520558",            0,
        1471,            0,         1404,"CRSU9230422",            0,
        1472,            0,         1405,"CXRU1558461",            0,
        1473,            0,         1406,"XINU8240740",            0,
        1474,            0,         1407,"FSCU9342364",            0,
        1475,            0,         1408,"GIPU4365013",            0,
        1476,            0,         1409,"FCIU9266542",            0,
        1477,            0,         1410,"FCIU8146516",            0,
        1478,            0,         1411,"SMLU5464568",            0,
        1479,            0,         1412,"TEMU9447778",            0,
        1480,            0,         1413,"SMLU7855068",            0,
        1481,            0,         1414,"SMLU7852393",            0,
        1482,            0,         1415,"TCKU9080245",            0,
        1483,            0,         1416,"SMLU5073595",            0,
        1484,            0,         1417,"SMLU7876116",            0,
        1485,            0,         1418,"CXDU1878481",            0,
        1486,            0,         1419,"SMLU7864964",            0,
        1487,            0,         1420,"SMLU7873098",            0,
        1488,            0,         1422,"SEGU4287900",            0,
        1489,            0,         1423,"SMLU7925139",            0,
        1490,            0,         1424,"TGHU6672376",            0,
        1492,            0,         1425,"SMLU7856125",            0,
        1493,            0,         1426,"BSIU9123940",            0,
        1495,            0,         1427,"SMLU7844720",            0,
        1496,            0,         1428,"SEGU9427939",            0,
        1497,            0,         1429,"SMLU7862128",            0,
        1498,            0,         1430,"SMLU7881160",            0,
        1499,            0,         1431,"SMLU7953038",            0,
        1500,            0,         1432,"SMLU7890639",            0,
        1501,            0,         1433,"FCIU2929520",            0,
        1502,            0,         1434,"CAXU6559345",            0,
        1503,            0,         1435,"FCIU9360055",            0,
        1504,            0,         1436,"BSIU9169175",            0,
        1505,            0,         1438,"SMLU7918799",            0,
        1506,            0,         1437,"SMLU3123773",            0,
        1507,            0,         1439,"SMLU7886285",            0,
        1508,            0,         1440,"SMLU3103421",            0,
        1509,            0,         1441,"SMLU7962385",            0,
        1510,            0,         1442,"SMLU7928396",            0,
        1511,            0,         1443,"GESU5782381",            0,
        1512,            0,         1444,"GESU1046119",            0,
        1513,            0,         1445,"SMLU7961692",            0,
        1514,            0,         1446,"SMLU7920651",            0,
        1515,            0,         1447,"SMLU7932143",            0,
        1516,            0,         1448,"SMLU7949212",            0,
        1517,            0,         1449,"CAIU8064106",            0,
        1518,            0,         1450,"SMLU7927086",            0,
        1519,            0,         1451,"SMLU7870870",            0,
        1520,            0,         1452,"SMLU7853609",            0,
        1521,            0,         1453,"SMLU2576013",            0,
        1522,            0,         1454,"SMLU7929242",            0,
        1523,            0,         1455,"SMLU7878084",            0,
        1524,            0,         1456,"SMLU3132435",            0,
        1525,            0,         1457,"SEGU4015380",            0,
        1526,            0,         1458,"SMLU7947009",            0,
        1527,            0,         1459,"SEGU4014892",            0,
        1528,            0,         1460,"SMLU5214235",            0,
        1529,            0,         1461,"SMLU7899580",            0,
        1530,            0,         1462,"SMLU7953573",            0,
        1531,            0,         1463,"SMLU7930449",            0,
        1534,            0,         1464,"FCIU8371190",            0,
        1535,            0,         1465,"SMLU3117889",            0,
        1536,            0,         1466,"SMLU7942331",            0,
        1537,            0,         1467,"SMLU7911562",            0,
        1538,            0,         1468,"TCNU7972458",            0,
        1539,            0,         1469,"SMLU7933073",            0,
        1540,            0,         1470,"SMLU7932225",            0,
        1541,            0,         1471,"SMLU7892539",            0,
        1543,            0,         1472,"AMFU8706492",            0,
        1544,            0,         1473,"SMLU7917750",            0,
        1545,            0,         1474,"SMLU7954158",            0,
        1546,            0,         1475,"TCNU6191297",            0,
        1547,            0,         1476,"FSCU9932458",            0,
        1548,            0,         1477,"TCNU5071825",            0,
        1549,            0,         1478,"SMLU7917869",            0,
        1550,            0,         1479,5435058,            0,
        1551,            0,         1480,"SMLU7857878",            0,
        1552,            0,         1481,"CRXU1378963",            0,
        1553,            0,         1482,"SMLU7939596",            0,
        1554,            0,         1483,"SMLU7947890",            0,
        1555,            0,         1484,"SMLU7821089",            0,
        1556,            0,         1485,"TCNU6976910",            0,
        1557,            0,         1486,"SMLU3104639",            0,
        1558,            0,         1487,"SMLU7879136",            0,
        1559,            0,         1488,"SMLU3104639",            0,
        1560,            0,         1489,"INKU2347198",            0,
        1561,            0,         1490,"DRYU9137954",            0,
        1562,            0,         1491,"BMOU4488195",            0,
        1563,            0,         1492,"SMLU7844084",            0,
        1564,            0,         1493,"TRLU104935",            0,
        1565,            0,         1494,"SMLU7841953",            0,
        1566,            0,         1496,"CXRU1380636",            0,
        1567,            0,         1497,"FCIU8890723",            0,
        1568,            0,         1498,"SMLU7937567",            0,
        1569,            0,         1499,"SMLU3127573",            0,
        1570,            0,         1500,"SMLU7954008",            0,
        1571,            0,         1501,"SMLU7875378",            0,
        1572,            0,         1502,"SMLU7960398",            0,
        1573,            0,         1503,"SEGU4063290",            0,
        1574,            0,         1504,"SMLU7853580",            0,
        1576,            0,         1506,"SMLU5449645",            0,
        1577,            0,         1505,"SMLU7933772",            0,
        1578,            0,         1507,"SEGU9429844",            0,
        1579,            0,         1508,"SMLU7896391",            0,
        1580,            0,         1509,"SMLU7866294",            0,
        1581,            0,         1510,"SMLU7867496",            0,
        1582,            0,         1511,"SZLU9301081",            0,
        1583,            0,         1512,"GESU6852441",            0,
        1584,            0,         1513,"SMLU7966550",            0,
        1585,            0,         1515,"SMLU7835441",            0,
        1586,            0,         1516,"SMLU7972151",            0,
        1587,            0,         1517,"TRIU8984044",            0,
        1588,            0,         1518,"SMLU7972043",            0,
        1589,            0,         1519,"SMLU7964789",            0,
        1590,            0,         1520,"SMLU7911198",            0,
        1591,            0,         1521,"SMLU7830938",            0,
        1592,            0,         1522,"DRYU9667511",            0,
        1593,            0,         1523,"TCLU8268092",            0,
        1594,            0,         1524,"GESU5262163",            0,
        1595,            0,         1525,"SMLU7901184",            0,
        1596,            0,         1526,"SMLU7866720",            0,
        1597,            0,         1527,"SMLU7921616",            0,
        1598,            0,         1528,"SMLU7833114",            0,
        1599,            0,         1529,"SMLU7908609",            0,
        1600,            0,         1530,"SMLU7866057",            0,
        1601,            0,         1531,"GESU5885590",            0,
        1602,            0,         1532,"SMLU7840387",            0,
        1603,            0,         1533,"SMLU7967730",            0,
        1604,            0,         1534,"SMLU7969081",            0,
        1605,            0,         1535,"SMLU7953444",            0,
        1606,            0,         1536,"SMLU7862339",            0,
        1607,            0,         1537,"SMLU7953444",            0,
        1608,            0,         1538,"SMLU7947020",            0,
        1609,            0,         1539,"SMLU7953296",            0,
        1610,            0,         1540,"SMLU7947122",            0,
